rank,ticker,sector,official_model_weighting,candidate_category,candidate_label,lbo_status,lbo_rating,final_score,nlp_stagnation_score,financial_feasibility_score,fcf_margin,fcf,debt_to_ebitda,interest_coverage,capex_to_ebitda,fcf_to_debt,has_market_data,market_pressure_score,validation_score,validation_label,strong_validation_label,relative_return_vs_spy,max_drawdown_since_ranking,volatility_since_ranking,event_type,event_score,event_date,event_summary,source,notes,model_explanation
261,OMC,Communication Services,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.4934,0.4156,0.675,0.0914,1343500000.0,4.004,9.632,0.034,0.145,0,,0.0,0,0,,,,none,0,,,,,OMC ranks #261 under the official 70/30 NLP-finance model. NLP stagnation score is 0.416. Financial feasibility score is 0.675. Final score is 0.493. Market validation data is not currently available.
262,PEG,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.4922,0.5895,0.265,0.0428,481000000.0,4.091,4.926,0.644,0.023,0,,0.0,0,0,,,,none,0,,,,,PEG ranks #262 under the official 70/30 NLP-finance model. NLP stagnation score is 0.590. Financial feasibility score is 0.265. Final score is 0.492. Market validation data is not currently available.
263,ALB,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4852,0.6224,0.165,-0.0861,-827959000.0,5.157,2.17,2.955,-0.235,0,,0.0,0,0,,,,none,0,,,,,ALB ranks #263 under the official 70/30 NLP-finance model. NLP stagnation score is 0.622. Financial feasibility score is 0.165. Final score is 0.485. Market validation data is not currently available.
264,CIEN,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.4837,0.4681,0.52,0.0142,62135000.0,1.505,11.595,0.236,0.092,0,,0.0,0,0,,,,none,0,,,,,CIEN ranks #264 under the official 70/30 NLP-finance model. NLP stagnation score is 0.468. Financial feasibility score is 0.520. Final score is 0.484. Market validation data is not currently available.
265,EQIX,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.481,0.5585,0.3,0.0532,436000000.0,4.664,4.294,0.846,0.028,0,,0.0,0,0,,,,none,0,,,,,EQIX ranks #265 under the official 70/30 NLP-finance model. NLP stagnation score is 0.559. Financial feasibility score is 0.300. Final score is 0.481. Market validation data is not currently available.
266,HSY,Consumer Staples,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.478,0.3421,0.795,0.139,1552081000.0,1.421,15.856,0.259,0.367,0,,0.0,0,0,,,,none,0,,,,,HSY ranks #266 under the official 70/30 NLP-finance model. NLP stagnation score is 0.342. Financial feasibility score is 0.795. Final score is 0.478. Market validation data is not currently available.
267,RVTY,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4775,0.5578,0.29,0.0036,9904000.0,5.325,4.488,0.111,0.003,0,,0.0,0,0,,,,none,0,,,,,RVTY ranks #267 under the official 70/30 NLP-finance model. NLP stagnation score is 0.558. Financial feasibility score is 0.290. Final score is 0.477. Market validation data is not currently available.
268,ED,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4704,0.627,0.105,-0.1333,-1929000000.0,4.727,3.124,0.782,-0.078,0,,0.0,0,0,,,,none,0,,,,,ED ranks #268 under the official 70/30 NLP-finance model. NLP stagnation score is 0.627. Financial feasibility score is 0.105. Final score is 0.470. Market validation data is not currently available.
269,UDR,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Insufficient data,0.47,0.4208,0.585,6.7325,828225000.0,4.392,3.409,0.003,0.142,0,,0.0,0,0,,,,none,0,,,,,UDR ranks #269 under the official 70/30 NLP-finance model. NLP stagnation score is 0.421. Financial feasibility score is 0.585. Final score is 0.470. Market validation data is not currently available.
270,FE,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4683,0.5919,0.18,-0.153,-1969000000.0,0.148,1.989,0.9,-3.355,0,,0.0,0,0,,,,none,0,,,,,FE ranks #270 under the official 70/30 NLP-finance model. NLP stagnation score is 0.592. Financial feasibility score is 0.180. Final score is 0.468. Market validation data is not currently available.
271,OKE,Energy,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.4665,0.4114,0.595,0.1599,2826000000.0,4.483,5.555,0.329,0.13,0,,0.0,0,0,,,,none,0,,,,,OKE ranks #271 under the official 70/30 NLP-finance model. NLP stagnation score is 0.411. Financial feasibility score is 0.595. Final score is 0.466. Market validation data is not currently available.
272,MU,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4655,0.5686,0.225,-0.2394,-3065100000.0,0.214,-2.931,2.955,-3.355,0,,0.0,0,0,,,,none,0,,,,,MU ranks #272 under the official 70/30 NLP-finance model. NLP stagnation score is 0.569. Financial feasibility score is 0.225. Final score is 0.466. Market validation data is not currently available.
273,ZBRA,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4611,0.5173,0.33,-0.0199,-91000000.0,0.405,5.404,0.132,-0.342,0,,0.0,0,0,,,,none,0,,,,,ZBRA ranks #273 under the official 70/30 NLP-finance model. NLP stagnation score is 0.517. Financial feasibility score is 0.330. Final score is 0.461. Market validation data is not currently available.
274,DUK,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4593,0.624,0.075,-0.1211,-2726000000.0,6.134,2.346,0.958,-0.034,0,,0.0,0,0,,,,none,0,,,,,DUK ranks #274 under the official 70/30 NLP-finance model. NLP stagnation score is 0.624. Financial feasibility score is 0.075. Final score is 0.459. Market validation data is not currently available.
275,EVRG,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4504,0.6113,0.075,-0.0662,-353800000.0,5.283,2.439,0.989,-0.028,0,,0.0,0,0,,,,none,0,,,,,EVRG ranks #275 under the official 70/30 NLP-finance model. NLP stagnation score is 0.611. Financial feasibility score is 0.075. Final score is 0.450. Market validation data is not currently available.
276,PPL,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4482,0.6146,0.075,-0.0762,-632000000.0,5.722,2.447,0.829,-0.038,0,,0.0,0,0,,,,none,0,,,,,PPL ranks #276 under the official 70/30 NLP-finance model. NLP stagnation score is 0.615. Financial feasibility score is 0.075. Final score is 0.448. Market validation data is not currently available.
277,EQT,Energy,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Fail,Marginal,0.4461,0.3844,0.59,0.1679,1159813000.0,2.304,7.988,0.499,0.124,0,,0.0,0,0,,,,none,0,,,,,EQT ranks #277 under the official 70/30 NLP-finance model. NLP stagnation score is 0.384. Financial feasibility score is 0.590. Final score is 0.446. Market validation data is not currently available.
278,LNT,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4367,0.5596,0.15,-0.1239,-499000000.0,2.349,2.393,0.844,-0.131,0,,0.0,0,0,,,,none,0,,,,,LNT ranks #278 under the official 70/30 NLP-finance model. NLP stagnation score is 0.560. Financial feasibility score is 0.150. Final score is 0.437. Market validation data is not currently available.
279,INTC,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4362,0.5267,0.225,-0.2394,-3065100000.0,0.47,0.156,2.955,-3.355,0,,0.0,0,0,,,,none,0,,,,,INTC ranks #279 under the official 70/30 NLP-finance model. NLP stagnation score is 0.527. Financial feasibility score is 0.225. Final score is 0.436. Market validation data is not currently available.
280,NRG,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4346,0.5887,0.075,-0.029,-819000000.0,6.516,0.792,0.356,-0.075,0,,0.0,0,0,,,,none,0,,,,,NRG ranks #280 under the official 70/30 NLP-finance model. NLP stagnation score is 0.589. Financial feasibility score is 0.075. Final score is 0.435. Market validation data is not currently available.
281,WDC,Information Technology,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4275,0.5978,0.075,-0.1965,-1229000000.0,20.988,-1.803,2.932,-0.165,0,,0.0,0,0,,,,none,0,,,,,WDC ranks #281 under the official 70/30 NLP-finance model. NLP stagnation score is 0.598. Financial feasibility score is 0.075. Final score is 0.427. Market validation data is not currently available.
282,NCLH,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.42,0.5357,0.15,-0.1714,-744648000.0,0.856,0.443,1.516,-0.48,0,,0.0,0,0,,,,none,0,,,,,NCLH ranks #282 under the official 70/30 NLP-finance model. NLP stagnation score is 0.536. Financial feasibility score is 0.150. Final score is 0.420. Market validation data is not currently available.
283,NI,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4091,0.4945,0.21,-0.1329,-710700000.0,2.917,3.798,1.201,-0.111,0,,0.0,0,0,,,,none,0,,,,,NI ranks #283 under the official 70/30 NLP-finance model. NLP stagnation score is 0.494. Financial feasibility score is 0.210. Final score is 0.409. Market validation data is not currently available.
284,IRM,Real Estate,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.4038,0.5319,0.105,-0.0412,-225656000.0,8.08,3.8,0.789,-0.016,0,,0.0,0,0,,,,none,0,,,,,IRM ranks #284 under the official 70/30 NLP-finance model. NLP stagnation score is 0.532. Financial feasibility score is 0.105. Final score is 0.404. Market validation data is not currently available.
285,AMCR,Materials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Marginal,0.4014,0.3372,0.655,0.05,735000000.0,1.755,5.2,0.251,0.2,0,,0.0,0,0,,,,none,0,,,,,AMCR ranks #285 under the official 70/30 NLP-finance model. NLP stagnation score is 0.337. Financial feasibility score is 0.655. Final score is 0.401. Market validation data is not currently available.
286,PNW,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.3949,0.4677,0.225,-0.136,-638673000.0,1.979,3.535,1.1,-0.192,0,,0.0,0,0,,,,none,0,,,,,PNW ranks #286 under the official 70/30 NLP-finance model. NLP stagnation score is 0.468. Financial feasibility score is 0.225. Final score is 0.395. Market validation data is not currently available.
287,LUV,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.3852,0.4474,0.24,-0.0136,-356000000.0,2.823,1.965,2.016,-0.072,0,,0.0,0,0,,,,none,0,,,,,LUV ranks #287 under the official 70/30 NLP-finance model. NLP stagnation score is 0.447. Financial feasibility score is 0.240. Final score is 0.385. Market validation data is not currently available.
288,LMT,Industrials,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Attractive,0.3496,0.3372,0.83,0.0922,6229000000.0,2.04,14.951,0.17,0.307,0,,0.0,0,0,,,,none,0,,,,,LMT ranks #288 under the official 70/30 NLP-finance model. NLP stagnation score is 0.337. Financial feasibility score is 0.830. Final score is 0.350. Market validation data is not currently available.
289,CCL,Consumer Discretionary,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.3494,0.3984,0.23,0.0462,997000000.0,6.33,1.222,0.759,0.036,0,,0.0,0,0,,,,none,0,,,,,CCL ranks #289 under the official 70/30 NLP-finance model. NLP stagnation score is 0.398. Financial feasibility score is 0.230. Final score is 0.349. Market validation data is not currently available.
290,EXC,Utilities,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Financial caution,Fail,Marginal,0.3494,0.4294,0.075,-0.1245,-2705000000.0,7.268,2.631,1.089,-0.055,0,,0.0,0,0,,,,none,0,,,,,EXC ranks #290 under the official 70/30 NLP-finance model. NLP stagnation score is 0.429. Financial feasibility score is 0.075. Final score is 0.349. Market validation data is not currently available.
291,MDT,Health Care,70% NLP stagnation / 30% financial feasibility,Lower-priority candidate,Lower priority,Pass,Ideal,0.3494,0.3372,0.855,0.1467,4580000000.0,0.133,9.919,0.178,4.194,0,,0.0,0,0,,,,none,0,,,,,MDT ranks #291 under the official 70/30 NLP-finance model. NLP stagnation score is 0.337. Financial feasibility score is 0.855. Final score is 0.349. Market validation data is not currently available.
